ID_Transaction,deviceCategory,operatingSystem,campaign,medium,continent,Product,Product_Category,Product_Visits,Product_Category_Visits,CA
,desktop,Macintosh,(not set),(none),Americas,Google Toddler Short Sleeve T-shirt Green,Home/Apparel/Kid's/Kid's-Toddler/,1,14,0
,desktop,Macintosh,(not set),(none),Americas,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,2,24,0
,desktop,Windows,(not set),(none),Europe,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Windows,(not set),(none),Europe,Google Laptop Backpack,Home/Bags/Backpacks/,1,6,0
,desktop,Windows,(not set),(none),Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Shop by Brand/Google/,1,12,0
,desktop,Windows,(not set),(none),Americas,YouTube Twill Cap,Home/Apparel/,2,24,0
,desktop,Windows,(not set),(none),Americas,YouTube Twill Cap,Home/Apparel/Headgear/,2,11,0
,desktop,Macintosh,(not set),(none),Americas,SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Fleece Hoodie,Home/Shop by Brand/Google/,1,12,0
,desktop,Windows,(not set),referral,Asia,Google Accent Insulated Stainless Steel Bottle,Home/Drinkware/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,1,12,0
,desktop,Windows,Data Share Promo,affiliate,Europe,YouTube Custom Decals,Home/Accessories/Stickers/,1,6,0
,desktop,Windows,(not set),(none),Americas,Google Men's Performance Polo Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Windows,(not set),(none),Europe,Android BTTF Moonshot Graphic Tee,Home/Shop by Brand/Android/,2,24,0
,desktop,Linux,(not set),(none),Americas,Google Men's Pullover Hoodie Grey,Home/Shop by Brand/Google/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Device Holder Sticky Pad,Home/Electronics/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Shop by Brand/Google/,1,12,0
,desktop,Windows,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Windows,(not set),(none),Asia,Waterproof Backpack,Home/Bags/Backpacks/,3,23,0
,desktop,Windows,(not set),(none),Asia,Google Laptop Tech Backpack,Home/Bags/Backpacks/,3,23,0
,desktop,Chrome OS,(not set),(none),Americas,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Shop by Brand/Google/,1,12,0
,desktop,Windows,(not set),referral,Americas,SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,1,12,0
,mobile,iOS,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,1,14,0
,desktop,Windows,(not set),(none),Asia,Android Journal Book Set,Home/Office/Notebooks & Journals/,1,12,0
,desktop,Windows,(not set),(none),Europe,Bottle Opener Clip,Home/Drinkware/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's  Zip Hoodie,Home/Apparel/,3,12,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,3,24,0
,desktop,Windows,(not set),(none),Europe,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,1,12,0
,mobile,Android,(not set),(none),Americas,Google Men's  Zip Hoodie,Home/Shop by Brand/Google/,1,12,0
,mobile,iOS,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,14,0
,desktop,Macintosh,(not set),(none),Americas,Android Lunch Kit,Home/Accessories/Housewares/,1,8,0
,desktop,Windows,(not set),(none),Americas,Google Rucksack,Home/Bags/Backpacks/,1,6,0
,desktop,Windows,(not set),(none),Americas,Android 24 oz Contigo Bottle,Home/Drinkware/Water Bottles and Tumblers/,2,12,0
,desktop,Windows,(not set),(none),Americas,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/Water Bottles and Tumblers/,1,12,0
,desktop,Windows,(not set),(none),Americas,Android 24 oz Contigo Bottle,Home/Shop by Brand/Android/,2,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's  Zip Hoodie,Home/Apparel/Men's/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Lightweight Microfleece Jacket,Home/Shop by Brand/Google/,1,12,0
,desktop,Linux,(not set),(none),Americas,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,1,12,0
,desktop,Linux,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Home/Apparel/Men's/,1,12,0
,mobile,Android,(not set),(none),Europe,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),(none),Europe,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/,3,12,0
,desktop,Windows,(not set),(none),Asia,You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,1,16,0
,mobile,iOS,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Sky Blue,Home/Apparel/,1,12,0
,desktop,Macintosh,(not set),(none),Europe,Android Hard Cover Journal,Home/Office/Notebooks & Journals/,1,12,0
,desktop,Macintosh,(not set),(none),Europe,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/,3,12,0
,desktop,Windows,(not set),(none),Americas,Google Laptop Backpack,Home/Bags/Backpacks/,3,18,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,7,60,0
,desktop,Chrome OS,(not set),(none),Americas,Waze Mobile Phone Vent Mount,Home/Electronics/Electronics Accessories/,1,10,0
,desktop,Macintosh,(not set),(none),Americas,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,"Google High Capacity 10,400mAh Charger",Home/Electronics/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Micro Wireless Earbud,Home/Electronics/Audio/,1,9,0
,desktop,Linux,(not set),(none),Americas,Leather and Metal Ballpoint Pen,Home/Office/,6,386,0
,desktop,Macintosh,(not set),(none),Americas,Google Bluetooth Headphones,Home/Shop by Brand/Google/,1,24,0
,desktop,Windows,(not set),(none),Americas,"Google High Capacity 10,400mAh Charger",Home/Electronics/,3,74,0
,desktop,Linux,(not set),(none),Americas,Google Men's Pullover Hoodie Grey,Home/Apparel/Men's/,2,26,0
,desktop,Windows,(not set),(none),Americas,Google Water Resistant Bluetooth Speaker,Home/Electronics/,1,12,0
,mobile,iOS,(not set),(none),Americas,Suitcase Organizer Cubes,Home/Bags/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Accent Insulated Stainless Steel Bottle,(not set),1,3,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Performance Full Zip Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,Home/Apparel/Women's/Women's-T-Shirts/,1,12,0
,desktop,Windows,(not set),(none),Americas,Grip Kit Cable Organizer,Home/Accessories/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Reusable Shopping Bag,Home/Bags/Shopping and Totes/,1,5,0
,desktop,Windows,(not set),(none),Europe,Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,1,12,0
,desktop,Windows,(not set),(none),Europe,Fashion Sunglasses & Pouch,Home/Accessories/Fun/,1,12,0
,desktop,Windows,(not set),(none),Americas,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,1,16,0
,desktop,Windows,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,2,27,0
,desktop,Windows,(not set),(none),Europe,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,1,15,0
,desktop,Windows,(not set),(none),Europe,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,1,15,0
,desktop,Windows,(not set),referral,Europe,Google Spiral Leather Journal,Home/Office/Notebooks & Journals/,1,12,0
,desktop,Windows,(not set),referral,Europe,Google Kick Ball,Home/Accessories/Fun/,1,12,0
,desktop,Linux,(not set),(none),Americas,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Europe,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Linux,(not set),(none),Americas,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/Water Bottles and Tumblers/,1,16,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Short Sleeve Performance Badge Tee Charcoal,Home/Apparel/Men's/Men's-Performance Wear/,1,11,0
,desktop,Macintosh,(not set),(none),Americas,Rocket Flashlight,Home/Accessories/,2,24,0
,desktop,Windows,(not set),(none),Americas,Google Pocket Bluetooth Speaker,Home/Electronics/Audio/,1,9,0
,tablet,iOS,(not set),(none),Americas,Google Pocket Bluetooth Speaker,Home/Electronics/Audio/,1,9,0
,desktop,Windows,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,1,15,0
,desktop,Macintosh,(not set),(none),Europe,Google Women's Lightweight Microfleece Jacket,Home/Shop by Brand/Google/,1,12,0
,desktop,Linux,(not set),(none),Americas,Google Power Bank,Home/Electronics/Power/,1,7,0
,desktop,Chrome OS,(not set),(none),Americas,Google Bongo Cupholder Bluetooth Speaker,Home/Electronics/Audio/,1,9,0
,desktop,Windows,(not set),(none),Europe,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),(none),Americas,Gift Card - $25.00,Home/Gift Cards/,1,4,0
,desktop,Macintosh,(not set),(none),Americas,Google Canvas Tote Natural/Navy,Home/Bags/Shopping and Totes/,2,10,0
,desktop,Macintosh,(not set),(none),Americas,Seat Pack Organizer,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Android Glass Water Bottle with Black Sleeve,Home/Drinkware/Water Bottles and Tumblers/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/,2,24,0
,desktop,Windows,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,2,24,0
,desktop,Windows,(not set),(none),Americas,YouTube Luggage Tag,Home/Accessories/Fun/,1,12,0
,desktop,Windows,(not set),(none),Americas,Galaxy Screen Cleaning Cloth,Home/Electronics/Electronics Accessories/,1,10,0
,desktop,Macintosh,(not set),(none),Europe,Softsided Travel Pouch Set,Home/Bags/,1,12,0
,desktop,Windows,(not set),(none),Americas,Compact Bluetooth Speaker,Home/Electronics/Audio/,1,10,0
,desktop,Windows,(not set),(none),Americas,1 oz Hand Sanitizer,Home/Accessories/Fun/,2,27,0
,desktop,Macintosh,(not set),(none),Americas,Electronics Accessory Pouch,Home/Bags/More Bags/,1,9,0
,mobile,iOS,(not set),(none),Europe,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,2,24,0
,mobile,iOS,(not set),(none),Asia,Google 22 oz Water Bottle,Home/Drinkware/,2,24,0
,mobile,iOS,(not set),(none),Americas,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,4,48,0
,mobile,iOS,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,4,48,0
,mobile,iOS,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Sky Blue,Home/Shop by Brand/Google/,1,12,0
,mobile,Android,(not set),(none),Americas,Grip Kit Cable Organizer,Home/Accessories/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Women's Lightweight Microfleece Jacket,Home/Apparel/Women's/Women's-Outerwear/,3,12,0
,desktop,Windows,(not set),(none),Americas,Google Women's Lightweight Microfleece Jacket,Home/Shop by Brand/Google/,3,24,0
,mobile,Android,(not set),(none),Americas,Google Men's  Zip Hoodie,Home/Apparel/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Microfiber 1/4 Zip Pullover Grey/Black,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,mobile,Android,(not set),(none),Americas,Android 17oz Stainless Steel Sport Bottle,Home/Drinkware/,2,24,0
,mobile,iOS,(not set),(none),Americas,Google Men's  Zip Hoodie,(not set),2,24,0
,mobile,iOS,(not set),(none),Americas,Google Men's Performance Polo Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Bottle Opener Clip,Home/Drinkware/,3,15,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,desktop,Windows,(not set),(none),Americas,Reusable Shopping Bag,Home/Bags/Shopping and Totes/,1,5,0
,desktop,Windows,(not set),organic,Americas,Suitcase Organizer Cubes,Home/Bags/More Bags/,1,9,0
,desktop,Windows,(not set),organic,Americas,Google Collapsible Duffel,Home/Bags/More Bags/,1,9,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Lightweight Microfleece Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,1,14,0
,desktop,Windows,(not set),referral,Europe,Google Tube Power Bank,Home/Electronics/Power/,1,7,0
,desktop,Windows,(not set),(none),Americas,Google Water Resistant Bluetooth Speaker,Home/Electronics/,2,12,0
,desktop,Macintosh,(not set),(none),Americas,Electronics Accessory Pouch,Home/Electronics/,1,12,0
,desktop,Linux,(not set),(none),Americas,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Laptop Backpack,Home/Bags/Backpacks/,1,6,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Android 17oz Stainless Steel Sport Bottle,Home/Drinkware/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Toddler Short Sleeve T-shirt Green,Home/Apparel/Kid's/Kid's-Toddler/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Quilted Insulated Vest White,Home/Apparel/Women's/Women's-Outerwear/,4,63,0
,desktop,Windows,(not set),(none),Americas,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,2,27,0
,desktop,Windows,(not set),(none),Asia,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Bluetooth Speaker-Power Bank,Home/Electronics/,9,57,0
,mobile,iOS,(not set),(none),Europe,Micro Wireless Earbud,Home/Electronics/Audio/,1,10,0
,mobile,iOS,(not set),(none),Americas,Google Tote Bag,Home/Bags/,1,18,0
,desktop,Windows,(not set),(none),Americas,SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,1,12,0
,tablet,iOS,(not set),(none),Americas,Android Men's  Zip Hoodie,Home/Apparel/,4,60,0
,desktop,Macintosh,(not set),(none),Europe,"Google High Capacity 10,400mAh Charger",Home/Electronics/,1,12,0
,desktop,Windows,(not set),(none),Americas,YouTube Onesie Heather,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Chrome OS,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Chrome OS,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Shop by Brand/Google/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Seat Pack Organizer,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Sunglasses,Home/Accessories/,3,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Sunglasses,Home/Accessories/Fun/,3,12,0
,desktop,Windows,(not set),(none),Europe,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,3,36,0
,mobile,Windows,(not set),(none),Americas,Google Men's Lightweight Microfleece Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,3,48,0
,desktop,Windows,(not set),(none),Europe,Suitcase Organizer Cubes,Home/Accessories/Fun/,1,12,0
,desktop,Linux,(not set),(none),Asia,Google Men's Skater Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,1,36,0
,desktop,Windows,(not set),(none),Americas,Google Twill Cap,Home/Apparel/Headgear/,1,11,0
,desktop,Macintosh,(not set),(none),Americas,Google Laptop Backpack,Home/Bags/Backpacks/,3,42,0
,tablet,iOS,(not set),referral,Americas,Rubber Grip Ballpoint Pen 4 Pack,Home/Office/,2,24,0
,mobile,Android,(not set),(none),Americas,Google Sunglasses,Home/Accessories/,1,12,0
,desktop,Linux,(not set),(none),Americas,25L Classic Rucksack,Home/Bags/Backpacks/,1,6,0
,desktop,Macintosh,(not set),(none),Americas,Google Trucker Hat,Home/Apparel/Headgear/,1,11,0
,desktop,Windows,(not set),(none),Americas,Google Women's Insulated Thermal Vest Navy,Home/Apparel/Women's/Women's-Outerwear/,1,12,0
,desktop,Windows,(not set),(none),Asia,Ballpoint LED Light Pen,Home/Office/Writing Instruments/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's Long Sleeve Badge Crew Tee Heather,Home/Shop by Brand/Android/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's Vintage Tee,Home/Shop by Brand/Android/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Short Sleeve Hero Tee Light Blue,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Red Shine 15 oz Mug,${escCatTitle},1,1,0
,mobile,Android,(not set),cpm,Americas,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Straw Beach Mat,Home/Accessories/Fun/,1,12,0
,desktop,Linux,(not set),(none),Americas,Galaxy Screen Cleaning Cloth,Home/Electronics/,1,12,0
,desktop,Linux,(not set),(none),Europe,Google Rucksack,Home/Bags/Backpacks/,1,6,0
,desktop,Linux,(not set),(none),Europe,Aluminum Handy Emergency Flashlight,Home/Electronics/Flashlights/,1,5,0
,mobile,iOS,(not set),(none),Americas,Metal Earbuds with Small Zipper Case,Home/Electronics/Audio/,1,9,0
,mobile,iOS,(not set),(none),Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Sunglasses,Home/Accessories/,2,12,0
,desktop,Windows,(not set),(none),Americas,Google Sunglasses,Home/Accessories/Fun/,2,12,0
,desktop,Linux,Data Share Promo,affiliate,Europe,Google Doodle Decal,Home/Accessories/Stickers/,1,6,0
,mobile,iOS,(not set),(none),Europe,YouTube Men's Vintage Tee,Home/Shop by Brand/YouTube/,1,19,0
,desktop,Windows,(not set),(none),Europe,7&quot; Dog Frisbee,Home/Accessories/Pet/,1,4,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Device Stand,Home/Electronics/Electronics Accessories/,1,10,0
,desktop,Macintosh,(not set),(none),Americas,YouTube Hard Cover Journal,(not set),1,2,0
,desktop,Macintosh,(not set),(none),Americas,Switch Tone Color Crayon Pen,Home/Accessories/Fun/,1,20,0
,desktop,Chrome OS,(not set),(none),Americas,Clip-on Compact Charger,Home/Electronics/Power/,1,7,0
,desktop,Macintosh,(not set),(none),Europe,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,2,26,0
,desktop,Windows,(not set),(none),Europe,Google Lunch Bag,Home/Bags/,3,39,0
,desktop,Windows,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/,3,45,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,1,14,0
,desktop,Windows,(not set),(none),Americas,Waterproof Gear Bag,Home/Bags/More Bags/,1,9,0
,desktop,Macintosh,(not set),(none),Americas,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/Water Bottles and Tumblers/,3,42,0
,desktop,Linux,(not set),(none),Americas,Google Men's Performance Hero Tee Gunmetal,Home/Apparel/Men's/Men's-Performance Wear/,1,11,0
,desktop,Macintosh,(not set),(none),Americas,YouTube Men's Vintage Henley,(not set),1,1,0
,desktop,Macintosh,(not set),(none),Americas,Google Lunch Bag,Home/Accessories/Housewares/,2,16,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Black,Home/Shop by Brand/Google/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Lightweight Microfleece Jacket,Home/Apparel/Women's/Women's-Outerwear/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Collapsible Shopping Bag,Home/Bags/Shopping and Totes/,1,5,0
,desktop,Macintosh,(not set),(none),Americas,Red Shine 15 oz Mug,Home/Drinkware/Mugs and Cups/,1,3,0
,desktop,Macintosh,(not set),(none),Americas,Android Glass Water Bottle with Black Sleeve,Home/Drinkware/Water Bottles and Tumblers/,1,12,0
,mobile,iOS,(not set),(none),Americas,Google Men's Airflow 1/4 Zip Pullover Lapis,Home/Apparel/Men's/Men's-Performance Wear/,1,11,0
,mobile,iOS,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Red Heather,Home/Apparel/Women's/Women's-T-Shirts/,1,12,0
,mobile,iOS,(not set),(none),Americas,Four Color Retractable Pen,Home/Office/,4,50,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's Short Sleeve Hero Tee White,(not set),3,12,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's Short Sleeve Hero Tee White,Home/Shop by Brand/Android/,3,24,0
,desktop,Macintosh,(not set),(none),Europe,26 oz Double Wall Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Leather Journal-Brown,(not set),1,6,0
,desktop,Chrome OS,(not set),(none),Americas,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/,3,36,0
,desktop,Macintosh,(not set),(none),Americas,YouTube Leatherette Notebook Combo,Home/Office/Notebooks & Journals/,2,28,0
,mobile,iOS,(not set),(none),Americas,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,4,12,0
,mobile,iOS,(not set),(none),Americas,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/,4,14,0
,mobile,Android,(not set),(none),Americas,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/,6,48,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,6,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Stylus Pen w/ LED Light,Home/Office/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Long Sleeve Raglan Ocean Blue,(not set),1,15,0
,desktop,Macintosh,(not set),(none),Americas,Google 22 oz Water Bottle,Home/Drinkware/Water Bottles and Tumblers/,1,15,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's  Zip Hoodie,Home/Apparel/,3,44,0
,desktop,Chrome OS,(not set),(none),Asia,Windup Android,Home/Accessories/Fun/,1,14,0
,desktop,Chrome OS,(not set),(none),Asia,Android Luggage Tag,Home/Accessories/Housewares/,1,8,0
,tablet,iOS,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,17,358,0
,tablet,iOS,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,18,358,0
,tablet,iOS,(not set),(none),Americas,Compact Selfie Stick,Home/Accessories/,7,36,0
,desktop,Macintosh,(not set),(none),Americas,SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Suitcase Organizer Cubes,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Bottle Opener Clip,Home/Accessories/Housewares/,1,8,0
,desktop,Macintosh,(not set),(none),Americas,Google Insulated Stainless Steel Bottle,Home/Drinkware/Water Bottles and Tumblers/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Airflow 1/4 Zip Pullover Lapis,Home/Apparel/Men's/Men's-Performance Wear/,1,11,0
,desktop,Macintosh,(not set),(none),Americas,Google Canvas Tote Natural/Navy,Home/Bags/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Android Rise 14 oz Mug,Home/Drinkware/Mugs and Cups/,1,3,0
,desktop,Windows,(not set),(none),Americas,Android Men's  Zip Hoodie,Home/Apparel/,4,24,0
,desktop,Windows,(not set),(none),Americas,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,4,31,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Home/Apparel/Men's/Men's-T-Shirts/,3,36,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,8,29,0
,desktop,Macintosh,(not set),(none),Americas,Google Flashlight,Home/Electronics/Flashlights/,1,5,0
,mobile,Android,(not set),(none),Asia,Colored Pencil Set,Home/Office/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,11,80,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Shop by Brand/Google/,11,24,0
,desktop,Windows,(not set),(none),Asia,Google Wool Heather Cap Heather/Navy,Home/Apparel/Headgear/,1,11,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/,7,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Lightweight Microfleece Jacket,Home/Apparel/Women's/,3,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Lightweight Microfleece Jacket,Home/Apparel/Women's/Women's-Outerwear/,3,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Insulated Thermal Vest Navy,Home/Apparel/Women's/Women's-Outerwear/,1,12,0
,desktop,Linux,(not set),(none),Europe,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Bluetooth Speaker-Power Bank,Home/Electronics/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Toddler Short Sleeve T-shirt Green,Home/Apparel/Kid's/Kid's-Toddler/,2,29,0
